Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
5.42,-1.11,2.55,12.03,174.29,9.60,50.90,248.22,0.14,5.28
5.38,-1.20,2.60,12.18,173.24,9.50,50.90,252.10,-0.06,5.21
5.36,-1.14,2.54,12.06,173.38,9.60,50.90,250.02,0.04,5.19
5.34,-1.20,2.63,12.06,174.35,9.50,50.90,250.82,-0.04,5.23
5.33,-1.20,2.54,12.06,173.71,9.40,50.90,249.16,-0.01,5.25
5.32,-1.20,2.59,12.04,172.94,9.60,50.90,248.70,0.05,5.23
5.29,-1.26,2.58,12.13,174.14,9.50,50.90,250.70,0.00,5.24
5.28,-1.23,2.53,12.02,173.79,9.50,50.90,248.38,0.05,5.25
5.26,-1.28,2.66,12.17,173.26,9.50,50.90,251.86,-0.05,5.18
5.25,-1.29,2.53,12.03,174.04,9.50,50.90,248.56,0.01,5.27
5.25,-1.20,2.53,11.96,173.82,9.40,50.90,248.22,0.08,5.21
5.23,-1.20,2.62,12.18,173.40,9.60,50.90,251.27,-0.11,5.12
5.24,-1.18,2.55,12.00,173.79,9.50,50.90,247.68,0.10,5.20
5.27,-1.06,2.56,12.18,173.49,9.60,50.90,250.84,-0.07,5.04
5.35,-0.92,2.50,12.05,171.90,9.60,50.90,248.49,0.12,5.00
5.42,-0.74,2.61,12.18,173.57,9.60,50.90,252.12,0.01,4.89
5.39,-0.80,2.65,12.24,201.46,9.40,50.90,253.16,-0.03,5.68
5.44,-0.75,2.57,12.34,180.79,9.70,50.90,254.20,-0.12,5.08
5.57,-0.41,2.56,12.10,172.63,9.60,50.90,250.84,0.12,4.74
5.61,-0.42,2.77,12.23,214.12,9.30,50.90,251.84,-0.04,5.91
5.48,-0.76,2.84,12.11,218.95,9.50,50.90,249.92,0.00,6.31
5.37,-1.07,2.65,12.17,206.67,9.30,50.90,251.64,-0.05,6.10
5.33,-1.12,2.65,12.22,174.18,9.40,50.90,252.98,-0.01,5.12
5.30,-1.11,2.53,12.30,172.39,9.70,50.90,254.12,-0.13,5.01
5.33,-1.00,2.53,12.09,173.96,9.50,50.90,249.26,0.08,5.10
5.42,-0.85,2.60,11.93,174.06,9.50,50.90,244.45,0.25,5.14
5.47,-0.73,2.59,12.05,172.96,9.30,50.90,247.58,-0.04,4.99
5.40,-0.86,2.74,11.94,188.55,9.30,50.90,247.58,0.07,5.50
5.30,-1.00,2.66,12.01,185.72,9.20,50.90,248.44,0.04,5.43
5.23,-0.98,2.53,12.08,172.75,9.50,50.90,248.68,-0.04,4.97
5.19,-1.00,2.70,12.11,173.34,9.40,50.90,249.44,-0.01,4.96
5.10,-1.04,2.61,12.11,174.28,9.50,50.90,250.22,0.02,4.93
4.92,-1.26,2.72,12.14,172.76,9.40,50.90,250.32,0.01,4.92
4.69,-1.49,2.68,12.09,181.93,9.50,50.90,250.66,-0.02,5.17
4.55,-1.60,2.50,12.10,174.38,9.30,50.90,249.42,0.03,4.95
4.50,-1.51,2.46,11.99,182.24,9.60,50.90,249.18,0.07,5.06
4.52,-1.46,2.48,11.88,179.44,9.30,50.90,245.46,0.18,5.05
4.72,-1.10,2.31,12.21,175.12,9.60,50.90,248.86,-0.16,4.72
4.94,-0.65,2.48,12.26,204.15,10.10,50.90,252.42,-0.10,5.21
5.05,-0.55,2.63,12.35,215.35,9.60,50.90,253.70,-0.11,5.48
5.07,-0.58,2.70,12.17,219.06,9.60,50.90,251.82,0.02,5.66
5.07,-0.60,2.68,12.26,217.41,9.60,50.90,252.12,-0.05,5.64
5.03,-0.73,2.71,12.33,217.14,9.80,50.90,254.38,-0.12,5.66
4.95,-0.92,2.73,12.23,219.22,9.60,50.90,252.94,0.00,5.87
4.93,-1.04,2.61,12.15,217.62,9.70,50.90,251.54,0.02,5.96
4.89,-1.20,2.60,12.12,217.77,9.50,50.90,251.46,-0.02,6.08
4.87,-1.30,2.57,12.07,181.84,9.50,50.90,248.68,0.02,5.20
4.90,-1.14,2.45,12.01,173.44,9.50,50.90,247.88,0.05,4.87
4.99,-0.87,2.48,12.16,172.79,9.70,50.90,249.78,-0.08,4.67
5.07,-0.53,2.54,12.22,181.14,9.70,50.90,253.08,-0.07,4.63
5.08,-0.57,2.71,12.37,218.43,9.60,50.90,254.72,-0.12,5.58
5.08,-0.60,2.64,12.21,217.42,9.80,50.90,250.36,-0.04,5.68
5.09,-0.57,2.62,12.11,216.97,9.60,50.90,248.37,0.01,5.70
5.09,-0.56,2.67,12.11,218.25,9.60,50.90,251.34,-0.02,5.65
5.09,-0.60,2.68,12.00,217.87,9.30,50.90,248.48,0.01,5.76
5.08,-0.65,2.67,12.07,216.91,9.50,50.90,250.00,-0.13,5.74
5.05,-0.78,2.69,12.08,218.31,9.40,50.90,250.98,-0.16,5.84
5.01,-0.88,2.57,11.91,217.74,9.40,50.90,245.22,0.07,6.03
5.03,-0.93,2.66,11.90,217.63,9.30,50.90,246.75,-0.08,6.07
5.04,-1.09,2.62,11.96,219.93,9.20,50.90,247.68,-0.07,6.28
5.11,-0.92,2.45,11.97,176.17,9.50,50.90,248.14,-0.15,4.93
5.26,-0.61,2.48,12.02,171.99,9.50,50.90,246.69,-0.15,4.72
5.41,-0.28,2.56,12.14,194.65,9.70,50.90,251.26,-0.37,5.08
5.47,-0.20,2.69,12.24,217.34,9.50,50.90,251.84,-0.40,5.64
5.45,-0.20,2.73,12.33,218.24,9.60,50.90,255.96,-0.39,5.56
5.40,-0.30,2.75,12.40,219.17,9.80,50.90,256.58,-0.23,5.62
5.41,-0.35,2.69,12.31,217.79,9.70,50.90,254.31,0.04,5.68
5.40,-0.42,2.80,12.33,218.47,9.70,50.90,254.66,0.09,5.76
5.36,-0.59,2.72,12.30,218.56,9.50,50.90,252.44,-0.11,5.94
5.31,-0.74,2.75,12.25,217.81,9.50,50.90,253.02,-0.30,6.01
5.16,-1.06,2.72,12.14,219.83,9.40,50.90,251.76,-0.24,6.27
5.11,-1.16,2.57,12.10,181.30,9.40,50.90,249.10,-0.54,5.27
5.11,-1.05,2.55,12.10,175.20,9.50,50.90,250.88,-0.83,4.96
5.05,-0.58,2.70,12.04,219.67,9.40,50.90,248.81,-0.68,5.73
4.97,-0.66,2.75,11.98,218.03,9.30,50.90,247.52,-0.55,5.72
4.93,-0.70,2.67,11.89,219.05,9.30,50.90,246.48,-0.40,5.77
4.93,-0.70,2.65,11.80,218.25,9.20,50.90,247.14,-0.27,5.73
4.89,-0.80,2.69,11.80,217.13,9.20,50.90,246.60,-0.14,5.78
4.84,-0.96,2.68,11.80,219.12,9.00,50.90,245.65,-0.11,5.96
4.78,-1.08,2.62,11.80,218.20,9.20,50.90,244.68,-0.07,6.03
4.77,-1.20,2.63,11.80,217.49,9.20,50.90,245.51,-0.09,6.09
4.70,-1.37,2.53,11.87,212.38,9.00,50.90,247.41,-0.10,6.01
4.73,-1.28,2.51,11.75,173.36,9.40,50.90,245.18,-0.02,4.89
4.84,-1.02,2.44,11.70,170.99,9.20,50.90,242.62,-0.02,4.75
4.88,-0.90,2.61,11.70,214.94,9.20,50.90,243.51,-0.06,5.88
4.91,-0.90,2.58,11.70,218.24,9.20,50.90,246.30,-0.08,5.93
4.97,-0.81,2.54,11.70,216.66,9.10,50.90,244.98,-0.06,5.90
5.04,-0.80,2.64,11.70,217.98,9.10,50.90,243.86,-0.03,6.02
5.16,-0.66,2.53,11.70,217.76,9.10,50.90,243.84,-0.04,6.00
5.30,-0.50,2.62,11.71,217.74,9.00,50.90,241.90,-0.01,6.02
5.39,-0.41,2.71,11.80,217.44,9.30,50.90,244.42,-0.06,5.96
5.40,-0.50,2.70,11.80,218.60,9.10,50.90,243.69,-0.13,6.10
5.38,-0.59,2.72,11.80,217.57,9.10,50.90,244.20,-0.14,6.13
5.35,-0.72,2.76,11.80,218.04,9.00,50.90,244.48,-0.14,6.24
5.24,-1.03,2.78,11.80,219.40,9.00,50.90,244.32,-0.12,6.50
5.10,-1.33,2.62,11.64,208.22,8.90,50.90,243.02,-0.03,6.36
5.11,-1.38,2.56,11.61,173.75,9.00,50.90,240.54,-0.01,5.40
5.14,-1.30,2.47,11.68,173.27,9.20,50.90,243.30,-0.06,5.29
5.15,-1.30,2.58,11.71,173.02,9.10,50.90,243.18,-0.08,5.29
5.17,-1.18,2.51,11.80,172.94,9.30,50.90,242.76,-0.13,5.21
5.19,-1.03,2.49,11.84,173.06,9.20,50.90,244.28,-0.15,5.08
5.22,-0.92,2.56,11.90,172.76,9.40,50.90,245.74,-0.37,4.98
5.32,-0.62,2.49,11.91,173.09,9.50,50.90,246.96,-0.42,4.80
5.41,-0.33,2.55,11.99,172.95,9.40,50.90,248.38,-0.43,4.61
5.43,-0.20,2.74,12.00,205.33,9.40,50.90,250.86,-0.46,5.32
5.40,-0.25,2.77,12.00,219.07,9.30,50.90,247.64,-0.40,5.76
5.34,-0.33,2.74,12.00,219.22,9.20,50.90,247.78,-0.35,5.79
5.30,-0.42,2.70,12.00,217.63,9.20,50.90,247.88,-0.39,5.78
5.27,-0.56,2.75,12.00,219.35,9.30,50.90,248.30,-0.39,5.94
5.20,-0.69,2.76,11.98,218.23,9.40,50.90,246.18,-0.42,6.03
5.10,-0.91,2.66,11.90,217.97,9.10,50.90,247.37,-0.33,6.11
5.17,-0.70,2.47,11.90,175.40,9.50,50.90,247.32,-0.32,4.80
5.27,-0.39,2.56,11.93,173.72,9.30,50.90,246.10,-0.30,4.60
5.31,-0.27,2.70,12.00,203.11,9.30,50.90,249.00,-0.30,5.25
5.29,-0.30,2.70,11.96,219.05,9.20,50.90,247.92,-0.31,5.69
5.26,-0.30,2.74,11.90,219.13,9.30,50.90,245.30,-0.33,5.73
5.23,-0.39,2.71,11.90,218.85,9.10,50.90,248.46,-0.34,5.71
5.18,-0.47,2.73,11.90,217.88,9.30,50.90,249.59,-0.40,5.69
5.14,-0.50,2.69,11.90,218.97,9.30,50.90,249.63,-0.42,5.70
5.09,-0.60,2.71,11.84,218.57,9.30,50.90,248.84,-0.39,5.76
5.04,-0.70,2.70,11.80,219.96,9.00,50.90,244.52,-0.34,5.95
5.01,-0.79,2.68,11.80,218.29,9.20,50.90,245.46,-0.37,5.94
4.99,-0.88,2.67,11.80,217.69,9.20,50.90,244.16,-0.36,6.03
4.97,-1.05,2.69,11.80,217.39,9.10,50.90,245.48,-0.57,6.14
4.95,-1.13,2.50,11.80,197.78,9.10,50.90,242.10,-0.64,5.72
5.03,-0.84,2.49,11.81,172.56,9.40,50.90,245.92,-0.71,4.75
5.12,-0.53,2.54,11.88,181.55,9.30,50.90,246.70,-0.76,4.79
5.14,-0.48,2.66,11.90,218.76,9.30,50.90,245.61,-0.78,5.77
5.13,-0.52,2.68,11.90,217.90,9.20,50.90,245.78,-0.76,5.78
5.13,-0.51,2.67,11.82,219.12,9.30,50.90,246.18,-0.74,5.78
5.13,-0.60,2.69,11.80,218.25,9.00,50.90,245.54,-0.71,5.87
5.11,-0.60,2.67,11.80,217.47,9.10,50.90,243.26,-0.69,5.89
5.11,-0.60,2.63,11.80,217.62,9.30,50.90,244.80,-0.69,5.85
5.12,-0.67,2.75,11.80,218.17,9.00,50.90,244.57,-0.70,5.95
5.10,-0.70,2.64,11.80,218.31,9.10,50.90,243.74,-0.67,5.99
5.10,-0.78,2.70,11.80,218.31,9.10,50.90,245.94,-0.71,6.01
5.12,-0.87,2.62,11.80,218.78,9.10,50.90,244.62,-0.76,6.18
5.12,-0.90,2.61,11.80,211.64,9.20,50.90,246.00,-0.81,5.97
5.20,-0.76,2.56,11.80,173.82,9.20,50.90,244.42,-0.78,4.88
5.32,-0.47,2.50,11.85,172.34,9.20,50.90,243.32,-0.82,4.73
5.35,-0.30,2.67,11.90,212.86,9.30,50.90,246.40,-0.89,5.63
5.36,-0.32,2.69,11.95,219.09,9.20,50.90,246.20,-0.87,5.83
5.37,-0.36,2.75,12.00,218.81,9.30,50.90,247.56,-0.85,5.84
5.35,-0.40,2.72,12.00,217.58,9.20,50.90,249.02,-0.84,5.80
5.34,-0.49,2.71,11.94,219.52,9.30,50.90,247.98,-0.78,5.95
5.30,-0.61,2.76,11.93,219.21,9.20,50.90,247.66,-0.76,6.03
5.25,-0.73,2.71,11.90,217.75,9.10,50.90,246.73,-0.72,6.09
5.23,-0.90,2.72,11.90,218.79,9.20,50.90,246.80,-0.75,6.26
5.20,-1.07,2.57,11.90,206.01,9.20,50.90,245.76,-0.78,6.06
5.25,-0.91,2.54,11.90,172.02,9.50,50.90,245.40,-0.81,4.98
5.31,-0.84,2.59,11.90,174.27,9.30,50.90,245.78,-0.82,5.02
5.43,-0.52,2.49,11.93,173.46,9.30,50.90,247.16,-0.83,4.81
5.60,-0.16,2.58,12.01,185.67,9.50,50.90,247.78,-0.88,4.97
5.67,-0.10,2.74,12.10,218.28,9.40,50.90,251.76,-0.97,5.76
5.68,-0.10,2.75,12.10,219.37,9.30,50.90,250.84,-0.97,5.83
5.70,-0.18,2.75,12.19,218.30,9.40,50.90,252.67,-0.98,5.85
5.72,-0.20,2.73,12.22,218.81,9.60,50.90,252.52,-1.04,5.91
5.74,-0.30,2.69,12.29,218.65,9.50,50.90,252.78,-1.07,6.02
5.84,-0.14,2.61,12.30,217.07,9.50,50.90,253.66,-1.10,5.90
5.95,-0.13,2.75,12.36,217.81,9.50,50.90,254.80,-1.18,5.99
6.03,-0.14,2.66,12.40,201.11,9.60,50.90,255.02,-1.21,5.60
6.16,0.22,2.58,12.40,171.82,9.90,50.90,255.18,-1.25,4.61
6.28,0.55,2.69,12.49,174.26,9.70,50.90,256.30,-1.32,4.49
6.29,0.60,2.84,12.59,217.79,9.70,50.90,259.86,-1.38,5.50
6.28,0.60,2.87,12.60,218.91,9.90,50.90,260.04,-1.40,5.51
6.26,0.57,2.85,12.64,219.45,9.70,50.90,259.76,-1.28,5.54
6.23,0.51,2.92,12.70,219.19,9.90,50.90,262.14,-1.29,5.51
6.21,0.46,2.84,12.70,220.38,9.80,50.90,261.59,-1.26,5.58
6.18,0.36,2.88,12.73,218.31,9.90,50.90,261.94,-1.34,5.59
6.15,0.28,2.80,12.80,218.99,9.90,50.90,262.02,-1.35,5.66
6.12,0.20,2.79,12.80,218.37,9.90,50.90,263.31,-1.33,5.66
6.08,0.01,2.90,12.80,219.89,9.90,50.90,263.10,-1.35,5.85
6.03,-0.17,2.74,12.76,216.90,9.90,50.90,261.80,-1.29,5.92
6.10,0.09,2.58,12.78,173.61,10.20,50.90,260.31,-1.26,4.62
6.21,0.35,2.73,12.80,173.96,10.10,50.90,263.55,-1.33,4.46
6.31,0.64,2.70,12.83,182.30,10.10,50.90,262.54,-1.32,4.53
6.28,0.69,2.88,12.90,218.09,10.20,50.90,264.96,-1.32,5.31
6.26,0.60,2.85,12.89,218.39,10.00,50.90,264.76,-1.31,5.38
6.23,0.60,2.87,12.90,220.34,10.10,50.90,263.76,-1.35,5.42
6.19,0.57,2.86,12.90,218.49,10.00,50.90,265.40,-1.33,5.34
6.15,0.49,2.87,12.90,218.33,10.00,50.90,262.30,-1.32,5.43
6.11,0.40,2.86,12.90,220.67,9.90,50.90,264.22,-1.33,5.50
6.06,0.31,2.85,12.90,218.22,10.00,50.90,264.12,-1.31,5.48
6.01,0.28,2.81,12.89,219.53,10.00,50.90,265.76,-1.31,5.46
5.95,0.09,2.90,12.85,220.40,10.00,50.90,263.40,-1.34,5.65
5.89,-0.05,2.81,12.80,220.19,9.90,50.90,263.92,-1.30,5.72
5.81,-0.28,2.81,12.75,219.04,9.90,50.90,263.06,-1.37,5.85
5.77,-0.40,2.74,12.70,198.46,9.90,50.90,260.60,-1.35,5.41
5.85,-0.19,2.61,12.70,172.72,10.00,50.90,260.90,-1.32,4.61
5.94,0.12,2.61,12.70,174.60,10.10,50.90,260.42,-1.30,4.50
5.94,0.11,2.86,12.70,211.93,10.00,50.90,261.24,-1.37,5.45
5.87,-0.04,2.82,12.70,218.86,9.90,50.90,260.98,-1.35,5.72
5.82,-0.15,2.67,12.70,213.99,9.90,50.90,264.22,-1.27,5.57
5.89,0.03,2.70,12.70,174.12,10.10,50.90,259.04,-1.28,4.54
5.99,0.35,2.63,12.70,172.18,10.00,50.90,261.24,-1.33,4.29
5.99,0.41,2.87,12.77,216.17,10.00,50.90,263.62,-1.33,5.28
5.96,0.40,2.82,12.72,219.83,9.90,50.90,260.72,-1.25,5.41
5.92,0.36,2.82,12.70,218.64,9.80,50.90,263.94,-1.17,5.32
5.88,0.32,2.77,12.70,221.16,9.90,50.90,261.94,-1.17,5.42
5.83,0.25,2.85,12.70,218.17,10.00,50.90,261.58,-1.03,5.36
5.78,0.20,2.78,12.70,219.01,9.90,50.90,261.44,-1.01,5.39
5.76,0.19,2.78,12.70,220.56,9.90,50.90,260.70,-1.03,5.43
5.73,0.10,2.81,12.70,219.12,9.80,50.90,260.84,-1.04,5.45
5.70,0.08,2.79,12.70,218.56,9.90,50.90,261.00,-1.07,5.42
5.64,-0.02,2.80,12.70,219.98,9.80,50.90,262.66,-1.11,5.46
5.59,-0.10,2.78,12.70,218.07,10.00,50.90,261.20,-1.10,5.48
5.54,-0.20,2.78,12.70,219.54,9.90,50.90,261.06,-1.12,5.57
5.47,-0.36,2.80,12.70,218.98,10.00,50.90,261.36,-1.14,5.63
5.40,-0.57,2.71,12.64,216.93,9.90,50.90,259.08,-1.10,5.76
5.44,-0.36,2.53,12.62,172.18,10.00,50.90,258.90,-1.02,4.45
5.51,-0.07,2.60,12.70,174.09,10.20,50.90,259.56,-1.01,4.32
5.51,0,2.77,12.70,210.44,9.90,50.90,260.84,-0.99,5.13
5.46,-0.10,2.76,12.70,219.61,10.00,50.90,261.59,-1.01,5.38
5.40,-0.16,2.79,12.65,218.99,9.80,50.90,260.04,-1.12,5.40
5.34,-0.22,2.71,12.60,219.17,9.80,50.90,259.33,-1.15,5.41
5.26,-0.39,2.83,12.52,219.95,9.80,50.90,257.22,-1.14,5.57
5.18,-0.55,2.71,12.48,219.48,9.70,50.90,257.29,-1.01,5.64
5.16,-0.60,2.67,12.40,220.08,9.70,50.90,256.94,-1.06,5.69
5.21,-0.66,2.73,12.40,218.89,9.70,50.90,256.18,-1.08,5.78
5.18,-0.78,2.66,12.40,210.86,9.70,50.90,255.96,-1.09,5.66
5.24,-0.66,2.60,12.40,172.41,9.70,50.90,254.30,-1.07,4.61
5.31,-0.38,2.52,12.47,172.61,9.80,50.90,255.63,-1.12,4.43
5.29,-0.30,2.71,12.50,216.51,9.70,50.90,258.72,-1.38,5.39
5.26,-0.40,2.76,12.50,219.35,9.70,50.90,256.94,-1.45,5.57
5.29,-0.40,2.66,12.50,218.42,9.70,50.90,255.32,-1.43,5.61
5.31,-0.40,2.68,12.50,219.42,9.80,50.90,256.46,-1.42,5.64
5.35,-0.38,2.68,12.50,218.01,9.70,50.90,256.12,-1.48,5.62
5.38,-0.39,2.75,12.50,219.13,9.80,50.90,256.48,-1.47,5.69
5.45,-0.40,2.68,12.44,219.84,9.70,50.90,255.64,-1.47,5.80
5.51,-0.37,2.70,12.40,217.39,9.70,50.90,255.68,-1.46,5.77
5.51,-0.54,2.83,12.37,218.67,9.50,50.90,255.16,-1.33,5.98
5.42,-0.82,2.75,12.30,217.83,9.50,50.90,254.14,-1.32,6.17
5.36,-1.11,2.75,12.20,205.62,9.60,50.90,250.74,-1.32,6.11
5.27,-1.44,2.68,12.20,199.29,9.50,50.90,250.84,-1.36,6.15
5.21,-1.41,2.51,12.26,153.61,9.80,50.90,252.48,-1.46,4.65
5.17,-1.42,2.55,12.30,149.82,9.70,50.90,253.66,-1.52,4.49
5.18,-1.20,2.43,12.38,149.31,9.90,50.90,252.96,-1.56,4.35
5.32,-0.80,2.38,12.40,150.88,9.90,50.90,253.42,-1.65,4.21
5.39,-0.56,2.66,12.50,185.64,10.10,50.90,256.96,-1.70,4.96
5.42,-0.58,2.65,12.50,196.66,9.80,50.90,255.36,-1.65,5.32
5.43,-0.60,2.72,12.44,197.30,9.90,50.90,256.34,-1.65,5.35
5.42,-0.60,2.64,12.40,197.49,9.80,50.90,255.28,-1.60,5.37
5.38,-0.72,2.75,12.40,198.85,9.70,50.90,257.73,-1.58,5.43
5.34,-0.76,2.67,12.34,195.95,9.70,50.90,253.20,-1.52,5.44
5.32,-0.94,2.71,12.32,197.37,9.50,50.90,255.68,-1.50,5.57
5.28,-1.10,2.69,12.36,198.76,9.70,50.90,255.90,-1.54,5.72
5.17,-1.30,2.54,12.35,190.54,9.80,50.90,253.26,-1.53,5.62
5.22,-1.12,2.49,12.38,149.82,9.70,50.90,254.98,-1.66,4.29
5.36,-0.69,2.46,12.42,149.59,9.90,50.90,254.34,-1.72,4.10
5.40,-0.51,2.61,12.50,192.41,9.80,50.90,258.06,-1.74,5.09
5.42,-0.58,2.74,12.50,198.58,9.80,50.90,258.32,-1.74,5.32
5.44,-0.55,2.66,12.50,194.36,9.80,50.90,257.38,-1.73,5.22
5.46,-0.55,2.66,12.50,199.83,9.70,50.90,256.37,-1.74,5.40
5.48,-0.50,2.67,12.49,194.82,9.90,50.90,257.30,-1.77,5.22
5.48,-0.54,2.74,12.44,197.09,9.90,50.90,256.40,-1.73,5.33
5.46,-0.68,2.71,12.40,196.10,9.60,50.90,257.50,-1.78,5.39
5.41,-0.75,2.71,12.40,197.85,9.80,50.90,254.43,-1.87,5.52
5.38,-0.86,2.67,12.40,196.48,9.70,50.90,254.36,-1.82,5.56
5.36,-1.00,2.68,12.40,199.69,9.70,50.90,254.82,-1.92,5.74
5.24,-1.28,2.69,12.40,189.09,9.60,50.90,254.32,-2.02,5.59
5.28,-1.07,2.42,12.40,148.98,9.90,50.90,253.90,-1.94,4.30
5.43,-0.62,2.43,12.44,148.92,9.90,50.90,255.34,-1.88,4.07
5.47,-0.50,2.70,12.50,197.41,9.90,50.90,255.39,-1.79,5.32
5.48,-0.50,2.65,12.50,193.71,9.90,50.90,256.92,-1.79,5.20
5.47,-0.56,2.72,12.43,199.30,9.80,50.90,256.65,-1.74,5.40
5.44,-0.65,2.70,12.40,195.64,9.80,50.90,256.68,-1.78,5.36
5.39,-0.74,2.74,12.40,197.56,9.70,50.90,254.90,-1.68,5.48
5.36,-0.91,2.66,12.38,195.24,9.70,50.90,253.47,-1.57,5.57
5.28,-1.13,2.72,12.40,198.99,9.60,50.90,252.74,-1.61,5.82
5.17,-1.34,2.59,12.40,170.84,9.60,50.90,251.32,-1.68,5.10
5.28,-0.95,2.35,12.41,149.61,9.90,50.90,257.62,-1.72,4.17
5.39,-0.61,2.56,12.52,165.90,10.20,50.90,258.16,-1.87,4.44
5.40,-0.60,2.65,12.52,196.92,9.90,50.90,257.50,-1.86,5.29
5.41,-0.59,2.63,12.51,195.61,9.80,50.90,258.22,-1.97,5.24
5.43,-0.54,2.66,12.58,199.02,10.00,50.90,256.16,-1.92,5.34
5.44,-0.60,2.68,12.60,194.24,9.90,50.90,256.90,-1.94,5.26
5.46,-0.57,2.61,12.57,196.91,9.90,50.90,259.60,-1.93,5.27
5.48,-0.55,2.71,12.58,198.24,10.00,50.90,258.34,-1.93,5.33
5.49,-0.60,2.63,12.51,195.13,9.80,50.90,256.84,-2.14,5.33
5.46,-0.64,2.74,12.50,199.18,9.90,50.90,256.59,-2.26,5.46
5.44,-0.79,2.70,12.50,196.36,9.80,50.90,258.36,-2.29,5.45
5.42,-0.92,2.67,12.50,195.72,9.90,50.90,256.08,-2.39,5.58
5.31,-1.21,2.72,12.56,195.88,9.80,50.90,259.60,-2.37,5.67
5.29,-1.18,2.43,12.58,156.98,10.00,50.90,256.92,-2.37,4.56
5.43,-0.72,2.37,12.63,151.08,10.30,50.90,258.08,-2.55,4.15
5.51,-0.50,2.65,12.70,176.14,10.10,50.90,262.30,-2.49,4.65
5.52,-0.46,2.63,12.70,198.52,9.90,50.90,261.76,-2.42,5.23
5.54,-0.44,2.70,12.70,195.89,10.10,50.90,262.33,-2.40,5.14
5.56,-0.42,2.64,12.70,197.45,10.00,50.90,260.32,-2.48,5.22
5.58,-0.39,2.71,12.70,195.39,10.10,50.90,261.24,-2.42,5.14
5.57,-0.35,2.72,12.70,199.26,10.10,50.90,259.94,-2.27,5.24
5.56,-0.46,2.74,12.67,195.09,9.90,50.90,257.10,-2.26,5.27
5.47,-0.59,2.81,12.62,197.12,9.90,50.90,258.73,-2.09,5.32
5.34,-0.81,2.70,12.55,199.06,9.80,50.90,259.62,-1.95,5.44
5.24,-0.98,2.65,12.50,194.48,9.70,50.90,256.29,-1.73,5.44
5.18,-1.17,2.74,12.50,197.37,9.70,50.90,257.10,-1.68,5.62
5.02,-1.50,2.67,12.50,192.73,9.80,50.90,259.00,-1.72,5.59
4.93,-1.54,2.51,12.56,149.21,9.90,50.90,256.52,-1.71,4.34
5.03,-1.12,2.30,12.60,148.37,10.20,50.90,256.41,-1.66,4.10
5.10,-0.90,2.55,12.66,188.65,10.20,50.90,259.10,-1.67,5.04
5.12,-0.90,2.65,12.60,196.05,10.10,50.90,258.10,-1.71,5.27
5.16,-0.98,2.65,12.61,196.45,9.90,50.90,259.38,-1.94,5.36
5.19,-0.94,2.58,12.65,194.54,10.00,50.90,258.56,-2.08,5.32
5.24,-0.85,2.52,12.70,197.67,10.00,50.90,261.32,-2.09,5.32
5.31,-0.88,2.66,12.70,195.14,10.00,50.90,261.63,-2.07,5.32
5.38,-0.81,2.58,12.70,196.13,10.00,50.90,260.40,-2.17,5.37
5.45,-0.72,2.59,12.70,195.19,10.00,50.90,260.76,-2.23,5.33
5.50,-0.80,2.69,12.70,197.80,10.00,50.90,262.94,-2.11,5.46
5.49,-0.93,2.74,12.70,194.96,10.10,50.90,260.64,-2.09,5.54
5.39,-1.24,2.67,12.70,197.97,9.90,50.90,260.04,-2.17,5.82
5.40,-1.04,2.42,12.70,152.62,10.40,50.90,260.02,-2.33,4.36
5.53,-0.64,2.47,12.70,150.79,10.40,50.90,261.04,-2.43,4.11
5.59,-0.50,2.69,12.70,180.60,10.00,50.90,261.14,-2.40,4.86
5.62,-0.48,2.68,12.70,197.75,9.90,50.90,262.26,-2.15,5.30
5.66,-0.49,2.68,12.84,196.00,10.10,50.90,264.59,-2.26,5.25
5.68,-0.40,2.66,12.90,197.61,10.30,50.90,262.74,-2.32,5.27
5.72,-0.39,2.67,12.90,195.96,10.20,50.90,264.88,-2.06,5.21
5.77,-0.33,2.68,12.90,196.78,10.10,50.90,264.10,-1.87,5.24
5.78,-0.38,2.80,12.86,198.72,10.00,50.90,264.23,-1.68,5.34
5.77,-0.45,2.75,12.80,194.93,10.20,50.90,262.16,-1.79,5.33
5.69,-0.59,2.71,12.74,199.59,10.10,50.90,262.78,-1.79,5.50
5.64,-0.77,2.75,12.70,195.57,10.00,50.90,260.49,-1.70,5.55
5.60,-0.94,2.70,12.65,199.16,10.10,50.90,259.04,-1.74,5.80
5.46,-1.38,2.73,12.60,189.89,9.80,50.90,260.32,-1.62,5.75
5.38,-1.43,2.47,12.60,149.81,10.00,50.90,257.40,-1.62,4.57
5.29,-1.37,2.55,12.60,150.25,10.10,50.90,258.73,-1.38,4.46
5.20,-1.29,2.51,12.60,150.56,10.20,50.90,260.36,-1.07,4.33
5.30,-0.97,2.40,12.60,150.42,10.10,50.90,257.08,-1.14,4.23
5.43,-0.67,2.55,12.61,178.35,10.20,50.90,257.45,-1.28,4.87
5.53,-0.54,2.64,12.70,197.08,10.20,50.90,259.24,-1.41,5.32
5.63,-0.47,2.62,12.64,194.01,10.00,50.90,258.10,-1.73,5.28
5.68,-0.48,2.76,12.60,197.76,10.00,50.90,259.88,-2.15,5.40
5.64,-0.65,2.73,12.61,196.40,9.90,50.90,258.92,-2.09,5.50
